Iteration,xn,fxn,dfxn,Error
640,3.17568320939481e-09,3.20266503544682e-26,1.09829598543577e-14,0.000920697729490404
641,3.17276717849065e-09,3.19385071416955e-26,1.09820295082539e-14,0.000919081275149939
642,3.16985892668549e-09,3.18507602943716e-26,1.09811016948509e-14,0.000917470421373211
643,3.1669584198712e-09,3.17634073471967e-26,1.09801764028609e-14,0.000915865139275249
644,3.16406562414717e-09,3.16764458544152e-26,1.09792536210659e-14,0.000914265400168906
645,3.16118050581876e-09,3.15898733896277e-26,1.09783333383167e-14,0.000912671175562684
646,3.15830303139563e-09,3.1503687545605e-26,1.09774155435331e-14,0.000911082437159582
647,3.15543316759019e-09,3.14178859341046e-26,1.09765002257024e-14,0.00090949915685485
648,3.15257088131606e-09,3.13324661856883e-26,1.097558737388e-14,0.000907921306734759
649,3.14971613968644e-09,3.12474259495429e-26,1.09746769771877e-14,0.000906348859074942
650,3.14686891001267e-09,3.11627628933023e-26,1.09737690248142e-14,0.000904781786338698
651,3.14402915980261e-09,3.10784747028719e-26,1.09728635060139e-14,0.00090322006117539
652,3.14119685675922e-09,3.09945590822546e-26,1.09719604101065e-14,0.000901663656419081
653,3.13837196877897e-09,3.09110137533792e-26,1.09710597264769e-14,0.000900112545086862
654,3.13555446395044e-09,3.08278364559302e-26,1.09701614445743e-14,0.000898566700377015
655,3.13274431055282e-09,3.07450249471803e-26,1.09692655539118e-14,0.000897026095668208
656,3.12994147705444e-09,3.06625770018238e-26,1.09683720440657e-14,0.000895490704517061
657,3.12714593211134e-09,3.05804904118123e-26,1.09674809046756e-14,0.000893960500657666
658,3.12435764456586e-09,3.04987629861925e-26,1.09665921254432e-14,0.000892435457999226
659,3.1215765834452e-09,3.04173925509453e-26,1.09657056961325e-14,0.000890915550625113
660,3.11880271796004e-09,3.03363769488271e-26,1.09648216065687e-14,0.0008894007527915
661,3.11603601750313e-09,3.02557140392123e-26,1.09639398466381e-14,0.000887891038925435
662,3.11327645164793e-09,3.01754016979382e-26,1.09630604062875e-14,0.000886386383623536
663,3.11052399014725e-09,3.00954378171512e-26,1.0962183275524e-14,0.000884886761651333
664,3.10777860293188e-09,3.00158203051546e-26,1.09613084444141e-14,0.000883392147940845
665,3.10504026010927e-09,2.99365470862585e-26,1.09604359030835e-14,0.000881902517589859
666,3.1023089319622e-09,2.98576161006309e-26,1.09595656417167e-14,0.00088041784586011
667,3.09958458894746e-09,2.97790253041505e-26,1.09586976505564e-14,0.000878938108176772
668,3.09686720169454e-09,2.97007726682617e-26,1.09578319199032e-14,0.000877463280125913
669,3.09415674100439e-09,2.962285617983e-26,1.0956968440115e-14,0.000875993337454063
670,3.09145317784805e-09,2.95452738410003e-26,1.09561072016069e-14,0.000874528256066946
671,3.08875648336548e-09,2.94680236690556e-26,1.09552481948502e-14,0.000873068012027254
672,3.08606662886425e-09,2.93911036962781e-26,1.09543914103726e-14,0.000871612581554666
673,3.08338358581829e-09,2.93145119698111e-26,1.09535368387574e-14,0.000870161941023565
674,3.0807073258667e-09,2.92382465515229e-26,1.0952684470643e-14,0.000868716066962064
675,3.0780378208125e-09,2.91623055178721e-26,1.09518342967228e-14,0.000867274936051011
676,3.07537504262139e-09,2.90866869597741e-26,1.09509863077448e-14,0.000865838525122428
677,3.07271896342064e-09,2.90113889824689e-26,1.09501404945107e-14,0.000864406811158596
678,3.07006955549779e-09,2.89364097053913e-26,1.09492968478761e-14,0.000862979771290443
679,3.06742679129956e-09,2.88617472620411e-26,1.09484553587498e-14,0.000861557382796848
680,3.06479064343063e-09,2.87873997998555e-26,1.09476160180934e-14,0.000860139623102978
681,3.06216108465251e-09,2.8713365480083e-26,1.09467788169208e-14,0.000858726469779274
682,3.05953808788238e-09,2.86396424776583e-26,1.09459437462983e-14,0.000857317900540682
683,3.05692162619196e-09,2.85662289810784e-26,1.09451107973436e-14,0.000855913893244642
684,3.05431167280638e-09,2.84931231922802e-26,1.09442799612258e-14,0.000854514425890954
685,3.05170820110306e-09,2.84203233265198e-26,1.0943451229165e-14,0.000853119476619851
686,3.0491111846106e-09,2.83478276122524e-26,1.09426245924315e-14,0.00085172902371114
687,3.04652059700771e-09,2.82756342910137e-26,1.09418000423463e-14,0.000850343045583312
688,3.04393641212208e-09,2.82037416173028e-26,1.09409775702798e-14,0.000848961520792096
689,3.04135860392934e-09,2.81321478584661e-26,1.09401571676519e-14,0.000847584428029662
690,3.03878714655196e-09,2.80608512945826e-26,1.09393388259317e-14,0.0008462117461234
691,3.03622201425822e-09,2.79898502183498e-26,1.09385225366371e-14,0.000844843454034665
692,3.03366318146113e-09,2.79191429349721e-26,1.0937708291334e-14,0.000843479530858064
693,3.03111062271745e-09,2.78487277620486e-26,1.09368960816367e-14,0.00084211995582043
694,3.02856431272655e-09,2.77786030294637e-26,1.09360858992069e-14,0.000840764708279377
695,3.02602422632951e-09,2.77087670792779e-26,1.09352777357538e-14,0.000839413767722375
696,3.02349033850801e-09,2.76392182656203e-26,1.09344715830336e-14,0.000838067113766354
697,3.0209626243834e-09,2.75699549545812e-26,1.09336674328488e-14,0.00083672472615564
698,3.01844105921564e-09,2.75009755241073e-26,1.09328652770486e-14,0.000835386584761933
699,3.01592561840235e-09,2.74322783638969e-26,1.09320651075279e-14,0.000834052669582751
700,3.01341627747782e-09,2.73638618752964e-26,1.09312669162274e-14,0.000832722960740678
701,3.01091301211206e-09,2.72957244711982e-26,1.09304706951331e-14,0.000831397438482042
702,3.0084157981098e-09,2.72278645759394e-26,1.09296764362759e-14,0.000830076083176678
703,3.00592461140956e-09,2.71602806252012e-26,1.09288841317313e-14,0.000828758875316017
704,3.00343942808271e-09,2.70929710659104e-26,1.09280937736193e-14,0.000827445795513078
705,3.00096022433253e-09,2.70259343561406e-26,1.09273053541038e-14,0.000826136824500802
706,2.99848697649326e-09,2.69591689650154e-26,1.09265188653926e-14,0.000824831943131456
707,2.99601966102919e-09,2.68926733726121e-26,1.09257342997366e-14,0.000823531132376025
708,2.99355825453377e-09,2.68264460698664e-26,1.092495164943e-14,0.000822234373322343
709,2.99110273372867e-09,2.67604855584784e-26,1.09241709068098e-14,0.000820941647175416
710,2.98865307546291e-09,2.66947903508194e-26,1.09233920642553e-14,0.000819652935255376
711,2.98620925671194e-09,2.66293589698392e-26,1.09226151141882e-14,0.000818368218997629
712,2.98377125457678e-09,2.65641899489752e-26,1.0921840049072e-14,0.000817087479951054
713,2.98133904628316e-09,2.64992818320618e-26,1.09210668614116e-14,0.000815810699777701
714,2.9789126091806e-09,2.64346331732405e-26,1.09202955437536e-14,0.000814537860251918
715,2.9764919207416e-09,2.63702425368721e-26,1.09195260886852e-14,0.000813268943259194
716,2.97407695856076e-09,2.63061084974481e-26,1.09187584888346e-14,0.000812003930795661
717,2.97166770035395e-09,2.62422296395046e-26,1.09179927368702e-14,0.000810742804966904
718,2.96926412395745e-09,2.61786045575359e-26,1.09172288255007e-14,0.000809485547987157
719,2.96686620732714e-09,2.61152318559095e-26,1.09164667474747e-14,0.000808232142179186
720,2.96447392853767e-09,2.60521101487819e-26,1.09157064955802e-14,0.000806982569972345
721,2.96208726578164e-09,2.59892380600153e-26,1.09149480626448e-14,0.000805736813902563
722,2.95970619736877e-09,2.59266142230949e-26,1.09141914415349e-14,0.000804494856611346
723,2.95733070172515e-09,2.58642372810471e-26,1.09134366251556e-14,0.000803256680844895
724,2.95496075739236e-09,2.58021058863589e-26,1.09126836064509e-14,0.000802022269453496
725,2.95259634302675e-09,2.57402187008974e-26,1.09119323784026e-14,0.000800791605390185
726,2.95023743739865e-09,2.56785743958309e-26,1.09111829340307e-14,0.000799564671711093
727,2.94788401939154e-09,2.56171716515499e-26,1.09104352663928e-14,0.000798341451573378
728,2.94553606800133e-09,2.555600915759e-26,1.09096893685841e-14,0.000797121928235536
729,2.94319356233557e-09,2.5495085612554e-26,1.09089452337368e-14,0.000795906085055872
730,2.9408564816127e-09,2.54343997240368e-26,1.09082028550201e-14,0.000794693905492218
731,2.93852480516131e-09,2.5373950208549e-26,1.090746222564e-14,0.000793485373101071
732,2.93619851241937e-09,2.53137357914427e-26,1.09067233388388e-14,0.000792280471536872
733,2.93387758293349e-09,2.52537552068373e-26,1.0905986187895e-14,0.000791079184551109
734,2.93156199635821e-09,2.51940071975466e-26,1.09052507661229e-14,0.000789881495991848
735,2.92925173245527e-09,2.51344905150056e-26,1.09045170668729e-14,0.000788687389802956
736,2.92694677109284e-09,2.50752039191995e-26,1.09037850835303e-14,0.000787496850023174
737,2.92464709224489e-09,2.50161461785918e-26,1.0903054809516e-14,0.000786309860785885
738,2.9223526759904e-09,2.49573160700545e-26,1.09023262382857e-14,0.000785126406317873
739,2.92006350251269e-09,2.48987123787981e-26,1.09015993633299e-14,0.000783946470939065
740,2.91777955209872e-09,2.48403338983025e-26,1.09008741781735e-14,0.000782770039061404
741,2.9155008051384e-09,2.47821794302487e-26,1.09001506763758e-14,0.00078159709518857
742,2.9132272421239e-09,2.47242477844511e-26,1.08994288515299e-14,0.000780427623915532
743,2.91095884364897e-09,2.46665377787905e-26,1.08987086972629e-14,0.000779261609926967
744,2.90869559040825e-09,2.46090482391475e-26,1.08979902072355e-14,0.000778099037997499
745,2.90643746319661e-09,2.45517779993368e-26,1.08972733751414e-14,0.000776939892990801
746,2.90418444290849e-09,2.44947259010424e-26,1.08965581947078e-14,0.000775784159858389
747,2.90193651053725e-09,2.44378907937524e-26,1.08958446596947e-14,0.000774631823640121
748,2.89969364717447e-09,2.43812715346959e-26,1.08951327638947e-14,0.0007734828694624
749,2.89745583400936e-09,2.43248669887793e-26,1.08944225011329e-14,0.000772337282538077
750,2.89522305232806e-09,2.42686760285236e-26,1.08937138652666e-14,0.000771195048166057
751,2.89299528351307e-09,2.42126975340026e-26,1.08930068501852e-14,0.000770056151730035
752,2.89077250904253e-09,2.41569303927811e-26,1.08923014498099e-14,0.000768920578698796
753,2.88855471048966e-09,2.41013734998546e-26,1.08915976580934e-14,0.000767788314624356
754,2.88634186952212e-09,2.40460257575884e-26,1.08908954690199e-14,0.000766659345142668
755,2.88413396790135e-09,2.39908860756581e-26,1.08901948766048e-14,0.000765533655972166
756,2.88193098748204e-09,2.39359533709906e-26,1.08894958748944e-14,0.000764411232913452
757,2.87973291021143e-09,2.38812265677054e-26,1.08887984579659e-14,0.000763292061848533
758,2.87753971812877e-09,2.38267045970565e-26,1.08881026199269e-14,0.00076217612874077
759,2.87535139336469e-09,2.37723863973751e-26,1.08874083549154e-14,0.000761063419633667
760,2.87316791814061e-09,2.37182709140125e-26,1.08867156570997e-14,0.000759953920650366
761,2.87098927476817e-09,2.36643570992839e-26,1.0886024520678e-14,0.000758847617993562
762,2.86881544564861e-09,2.36106439124122e-26,1.08853349398782e-14,0.000757744497944694
763,2.86664641327222e-09,2.3557130319473e-26,1.08846469089578e-14,0.00075664454686312
764,2.86448216021776e-09,2.35038152933397e-26,1.08839604222039e-14,0.000755547751185568
765,2.86232266915186e-09,2.34506978136293e-26,1.08832754739326e-14,0.000754454097426452
766,2.8601679228285e-09,2.33977768666481e-26,1.08825920584889e-14,0.000753363572176004
767,2.85801790408839e-09,2.33450514453392e-26,1.08819101702468e-14,0.000752276162100853
768,2.85587259585849e-09,2.32925205492292e-26,1.08812298036089e-14,0.000751191853942719
769,2.85373198115136e-09,2.32401831843759e-26,1.08805509530061e-14,0.000750110634518251
770,2.8515960430647e-09,2.31880383633169e-26,1.08798736128979e-14,0.000749032490718713
771,2.84946476478075e-09,2.31360851050176e-26,1.08791977777714e-14,0.000747957409508933
772,2.84733812956576e-09,2.30843224348213e-26,1.0878523442142e-14,0.000746885377927115
773,2.84521612076947e-09,2.30327493843979e-26,1.08778506005525e-14,0.000745816383084207
774,2.84309872182457e-09,2.29813649916946e-26,1.08771792475735e-14,0.000744750412163694
775,2.84098591624616e-09,2.29301683008862e-26,1.08765093778028e-14,0.000743687452420363
776,2.83887768763122e-09,2.28791583623262e-26,1.08758409858654e-14,0.000742627491180661
777,2.83677401965814e-09,2.28283342324983e-26,1.08751740664133e-14,0.000741570515841879
778,2.83467489608613e-09,2.27776949739684e-26,1.08745086141253e-14,0.000740516513871186
779,2.83258030075477e-09,2.27272396553366e-26,1.08738446237071e-14,0.0007394654728061
780,2.83049021758347e-09,2.26769673511904e-26,1.08731820898905e-14,0.000738417380252921
781,2.82840463057098e-09,2.26268771420578e-26,1.0872521007434e-14,0.000737372223887191
782,2.82632352379486e-09,2.25769681143611e-26,1.08718613711219e-14,0.000736329991452544
783,2.82424688141103e-09,2.25272393603706e-26,1.08712031757648e-14,0.000735290670760856
784,2.82217468765325e-09,2.24776899781595e-26,1.08705464161989e-14,0.000734254249690787
785,2.82010692683263e-09,2.24283190715588e-26,1.08698910872861e-14,0.000733220716188793
786,2.81804358333715e-09,2.23791257501124e-26,1.08692371839139e-14,0.000732190058267064
787,2.81598464163117e-09,2.23301091290331e-26,1.08685847009951e-14,0.000731162264004375
788,2.81393008625498e-09,2.22812683291586e-26,1.08679336334675e-14,0.000730137321544739
789,2.81187990182428e-09,2.2232602476908e-26,1.08672839762941e-14,0.000729115219097658
790,2.80983407302977e-09,2.21841107042392e-26,1.08666357244628e-14,0.000728095944936755
791,2.8077925846366e-09,2.21357921486054e-26,1.0865988872986e-14,0.000727079487400603
792,2.805755421484e-09,2.20876459529136e-26,1.08653434169008e-14,0.000726065834891044
793,2.80372256848475e-09,2.20396712654824e-26,1.08646993512685e-14,0.000725054975873562
794,2.80169401062476e-09,2.19918672400004e-26,1.08640566711749e-14,0.000724046898876468
795,2.79966973296259e-09,2.19442330354851e-26,1.08634153717298e-14,0.000723041592490674
796,2.79764972062903e-09,2.18967678162425e-26,1.08627754480667e-14,0.000722039045369301
797,2.79563395882663e-09,2.18494707518259e-26,1.08621368953432e-14,0.000721039246226698
798,2.79362243282927e-09,2.18023410169968e-26,1.08614997087404e-14,0.000720042183839074
799,2.79161512798173e-09,2.17553777916843e-26,1.08608638834628e-14,0.00071904784704306
800,2.7896120296992e-09,2.17085802609467e-26,1.08602294147385e-14,0.00071805622473573
801,2.78761312346694e-09,2.16619476149316e-26,1.08595962978185e-14,0.000717067305874482
802,2.78561839483975e-09,2.16154790488381e-26,1.08589645279769e-14,0.000716081079476014
803,2.78362782944163e-09,2.15691737628779e-26,1.0858334100511e-14,0.000715097534616327
804,2.78164141296529e-09,2.15230309622378e-26,1.08577050107406e-14,0.000714116660430442
805,2.77965913117176e-09,2.14770498570416e-26,1.08570772540081e-14,0.000713138446111493
806,2.77768096989e-09,2.14312296623135e-26,1.08564508256785e-14,0.000712162880910722
807,2.77570691501641e-09,2.13855695979405e-26,1.08558257211391e-14,0.000711189954137311
808,2.7737369525145e-09,2.13400688886364e-26,1.08552019357996e-14,0.000710219655157468
809,2.77177106841443e-09,2.12947267639049e-26,1.08545794650914e-14,0.000709251973394245
810,2.76980924881263e-09,2.1249542458004e-26,1.08539583044682e-14,0.000708286898327203
811,2.76785147987139e-09,2.12045152099106e-26,1.08533384494053e-14,0.000707324419492074
812,2.76589774781845e-09,2.11596442632843e-26,1.08527198953997e-14,0.00070636452648041
813,2.76394803894665e-09,2.11149288664335e-26,1.085210263797e-14,0.000705407208939086
814,2.76200233961346e-09,2.10703682722798e-26,1.08514866726561e-14,0.000704452456569782
815,2.76006063624065e-09,2.1025961738324e-26,1.08508719950194e-14,0.000703500259129374
816,2.75812291531389e-09,2.0981708526612e-26,1.08502586006421e-14,0.000702550606428508
817,2.75618916338236e-09,2.09376079037006e-26,1.08496464851277e-14,0.000701603488331971
818,2.75425936705836e-09,2.08936591406247e-26,1.08490356441006e-14,0.000700658894758008
819,2.75233351301695e-09,2.08498615128633e-26,1.08484260732057e-14,0.000699716815678384
820,2.75041158799555e-09,2.08062143003073e-26,1.08478177681088e-14,0.000698777241117232
821,2.7484935787936e-09,2.07627167872263e-26,1.08472107244961e-14,0.000697840161151704
822,2.74657947227216e-09,2.07193682622363e-26,1.08466049380742e-14,0.000696905565910963
823,2.74466925535354e-09,2.06761680182681e-26,1.08460004045699e-14,0.000695973445575767
824,2.74276291502097e-09,2.06331153525349e-26,1.08453971197303e-14,0.000695043790378956
825,2.74086043831821e-09,2.05902095665011e-26,1.08447950793225e-14,0.000694116590603814
826,2.73896181234917e-09,2.05474499658511e-26,1.08441942791333e-14,0.000693191836585003
827,2.7370670242776e-09,2.05048358604581e-26,1.08435947149694e-14,0.000692269518707365
828,2.73517606132671e-09,2.04623665643536e-26,1.08429963826574e-14,0.000691349627406237
829,2.73328891077882e-09,2.04200413956967e-26,1.0842399278043e-14,0.000690432153166401
830,2.73140555997499e-09,2.03778596767443e-26,1.08418033969917e-14,0.000689517086522533
831,2.72952599631473e-09,2.03358207338207e-26,1.08412087353881e-14,0.000688604418058141
832,2.72765020725558e-09,2.02939238972883e-26,1.08406152891361e-14,0.00068769413840601
833,2.72577818031282e-09,2.0252168501518e-26,1.08400230541587e-14,0.000686786238247275
834,2.72390990305914e-09,2.02105538848603e-26,1.08394320263977e-14,0.000685880708311252
835,2.72204536312424e-09,2.0169079389616e-26,1.0838842201814e-14,0.000684977539375258
836,2.72018454819455e-09,2.01277443620076e-26,1.08382535763871e-14,0.000684076722264431
837,2.7183274460129e-09,2.00865481521513e-26,1.08376661461151e-14,0.000683178247850934
838,2.71647404437814e-09,2.00454901140283e-26,1.08370799070148e-14,0.000682282107054069
839,2.71462433114487e-09,2.00045696054572e-26,1.08364948551212e-14,0.000681388290840075
840,2.71277829422307e-09,1.99637859880662e-26,1.08359109864877e-14,0.000680496790221326
841,2.7109359215778e-09,1.99231386272655e-26,1.0835328297186e-14,0.000679607596256266
842,2.70909720122888e-09,1.98826268922202e-26,1.08347467833058e-14,0.000678720700049512
843,2.70726212125056e-09,1.98422501558235e-26,1.08341664409546e-14,0.000677836092750868
844,2.70543066977121e-09,1.98020077946694e-26,1.08335872662582e-14,0.000676953765555566
845,2.703602834973e-09,1.97618991890267e-26,1.08330092553597e-14,0.000676073709703886
846,2.70177860509161e-09,1.97219237228123e-26,1.08324324044203e-14,0.000675195916480466
847,2.69995796841589e-09,1.96820807835653e-26,1.08318567096184e-14,0.000674320377214684
848,2.69814091328755e-09,1.9642369762421e-26,1.08312821671501e-14,0.000673447083279952
849,2.69632742810092e-09,1.96027900540855e-26,1.08307087732289e-14,0.000672576026093019
850,2.69451750130254e-09,1.95633410568097e-26,1.08301365240852e-14,0.000671707197114942
851,2.69271112139096e-09,1.95240221723647e-26,1.08295654159671e-14,0.000670840587849613
852,2.69090827691637e-09,1.94848328060163e-26,1.08289954451392e-14,0.000669976189843957
853,2.68910895648035e-09,1.94457723665004e-26,1.08284266078836e-14,0.000669113994687674
854,2.68731314873554e-09,1.94068402659985e-26,1.08278589004988e-14,0.000668253994012967
855,2.68552084238538e-09,1.93680359201131e-26,1.08272923193003e-14,0.000667396179494125
856,2.68373202618379e-09,1.93293587478434e-26,1.08267268606202e-14,0.000666540542847551
857,2.6819466889349e-09,1.92908081715616e-26,1.08261625208073e-14,0.00066568707583102
858,2.68016481949275e-09,1.9252383616989e-26,1.08255992962268e-14,0.000664835770244174
859,2.67838640676102e-09,1.92140845131723e-26,1.08250371832601e-14,0.000663986617927143
860,2.67661143969275e-09,1.91759102924602e-26,1.08244761783051e-14,0.000663139610761653
861,2.67483990729001e-09,1.91378603904804e-26,1.08239162777759e-14,0.000662294740669645
862,2.67307179860372e-09,1.90999342461162e-26,1.08233574781026e-14,0.000661451999613281
863,2.67130710273326e-09,1.90621313014842e-26,1.08227997757313e-14,0.00066061137959542
864,2.66954580882628e-09,1.90244510019111e-26,1.08222431671241e-14,0.000659772872658221
865,2.66778790607838e-09,1.89868927959116e-26,1.0821687648759e-14,0.000658936470884073
866,2.66603338373287e-09,1.89494561351661e-26,1.08211332171294e-14,0.000658102166393883
867,2.66428223108046e-09,1.89121404744984e-26,1.08205798687447e-14,0.000657269951348772
868,2.66253443745906e-09,1.8874945271854e-26,1.08200276001297e-14,0.000656439817947734
869,2.66078999225343e-09,1.88378699882784e-26,1.08194764078247e-14,0.000655611758429175
870,2.65904888489497e-09,1.88009140878954e-26,1.08189262883853e-14,0.000654785765069642
871,2.65731110486147e-09,1.87640770378857e-26,1.08183772383825e-14,0.000653961830183805
872,2.6555766416768e-09,1.8727358308466e-26,1.08178292544025e-14,0.000653139946124271
873,2.65384548491068e-09,1.86907573728677e-26,1.08172823330465e-14,0.000652320105281552
874,2.65211762417843e-09,1.8654273707316e-26,1.0816736470931e-14,0.000651502300083407
875,2.65039304914072e-09,1.86179067910094e-26,1.0816191664687e-14,0.000650686522995116
876,2.64867174950327e-09,1.85816561060993e-26,1.08156479109608e-14,0.000649872766518656
877,2.64695371501666e-09,1.85455211376693e-26,1.08151052064133e-14,0.000649061023193128
878,2.64523893547603e-09,1.85095013737152e-26,1.08145635477201e-14,0.000648251285593922
879,2.64352740072088e-09,1.84735963051249e-26,1.08140229315714e-14,0.000647443546332979
880,2.64181910063478e-09,1.84378054256588e-26,1.08134833546719e-14,0.000646637798058424
881,2.64011402514514e-09,1.84021282319299e-26,1.08129448137408e-14,0.000645834033454036
882,2.63841216422298e-09,1.8366564223384e-26,1.08124073055119e-14,0.000645032245239343
883,2.63671350788269e-09,1.8331112902281e-26,1.08118708267328e-14,0.000644232426169555
884,2.63501804618174e-09,1.8295773773675e-26,1.08113353741656e-14,0.000643434569034869
885,2.63332576922053e-09,1.82605463453956e-26,1.08108009445867e-14,0.000642638666660867
886,2.63163666714206e-09,1.82254301280288e-26,1.08102675347862e-14,0.0006418447119075
887,2.62995073013177e-09,1.81904246348983e-26,1.08097351415683e-14,0.000641052697669791
888,2.62826794841726e-09,1.81555293820471e-26,1.08092037617512e-14,0.000640262616876973
889,2.62658831226809e-09,1.81207438882186e-26,1.08086733921669e-14,0.000639474462492241
890,2.6249118119955e-09,1.80860676748387e-26,1.08081440296609e-14,0.000638688227513299
891,2.62323843795226e-09,1.80515002659973e-26,1.08076156710927e-14,0.000637903904971318
892,2.62156818053237e-09,1.80170411884305e-26,1.08070883133353e-14,0.000637121487931006
893,2.61990103017086e-09,1.79826899715025e-26,1.08065619532749e-14,0.000636340969490662
894,2.61823697734358e-09,1.79484461471882e-26,1.08060365878117e-14,0.000635562342781607
895,2.61657601256697e-09,1.79143092500552e-26,1.08055122138587e-14,0.000634785600968394
896,2.61491812639781e-09,1.78802788172466e-26,1.08049888283426e-14,0.000634010737248072
897,2.61326330943304e-09,1.78463543884636e-26,1.08044664282032e-14,0.00063323774485039
898,2.61161155230953e-09,1.78125355059483e-26,1.08039450103933e-14,0.000632466617037689
899,2.60996284570386e-09,1.77788217144666e-26,1.0803424571879e-14,0.000631697347104148
900,2.60831718033209e-09,1.77452125612915e-26,1.08029051096393e-14,0.000630929928376307
901,2.60667454694957e-09,1.7711707596186e-26,1.0802386620666e-14,0.000630164354212305
902,2.60503493635072e-09,1.76783063713867e-26,1.0801869101964e-14,0.000629400618002079
903,2.60339833936879e-09,1.76450084415872e-26,1.08013525505509e-14,0.000628638713166916
904,2.60176474687572e-09,1.76118133639217e-26,1.0800836963457e-14,0.000627878633159327
905,2.60013414978186e-09,1.75787206979486e-26,1.08003223377251e-14,0.000627120371463072
906,2.59850653903578e-09,1.75457300056347e-26,1.0799808670411e-14,0.000626363921592551
907,2.59688190562411e-09,1.7512840851339e-26,1.07992959585825e-14,0.000625609277093138
908,2.59526024057127e-09,1.74800528017968e-26,1.07987841993203e-14,0.000624856431540729
909,2.5936415349393e-09,1.74473654261037e-26,1.07982733897171e-14,0.000624105378541117
910,2.59202577982769e-09,1.74147782957006e-26,1.07977635268782e-14,0.000623356111730964
911,2.59041296637309e-09,1.73822909843577e-26,1.0797254607921e-14,0.000622608624776375
912,2.58880308574921e-09,1.73499030681591e-26,1.07967466299751e-14,0.000621862911373546
913,2.58719612916657e-09,1.73176141254877e-26,1.07962395901823e-14,0.000621118965248293
914,2.5855920878723e-09,1.72854237370102e-26,1.07957334856963e-14,0.000620376780155733
915,2.58399095314997e-09,1.72533314856615e-26,1.07952283136829e-14,0.000619636349880446
916,2.58239271631937e-09,1.72213369566305e-26,1.07947240713197e-14,0.000618897668235996
917,2.58079736873634e-09,1.71894397373447e-26,1.07942207557963e-14,0.000618160729065243
918,2.57920490179257e-09,1.71576394174557e-26,1.07937183643141e-14,0.000617425526239381
919,2.57761530691541e-09,1.71259355888249e-26,1.0793216894086e-14,0.000616692053658406
920,2.57602857556766e-09,1.70943278455087e-26,1.07927163423367e-14,0.000615960305250945
921,2.57444469924744e-09,1.70628157837442e-26,1.07922167063027e-14,0.000615230274973766
922,2.57286366948793e-09,1.7031399001935e-26,1.07917179832317e-14,0.000614501956811595
923,2.57128547785724e-09,1.70000771006371e-26,1.07912201703831e-14,0.000613775344777425
924,2.56971011595819e-09,1.6968849682545e-26,1.07907232650276e-14,0.000613050432911688
925,2.56813757542817e-09,1.69377163524774e-26,1.07902272644474e-14,0.000612327215283039
926,2.5665678479389e-09,1.69066767173638e-26,1.07897321659359e-14,0.00061160568598688
927,2.5650009251963e-09,1.68757303862304e-26,1.07892379667977e-14,0.000610885839146302
928,2.56343679894029e-09,1.6844876970187e-26,1.07887446643486e-14,0.000610167668911731
929,2.5618754609446e-09,1.68141160824131e-26,1.07882522559156e-14,0.000609451169460415
930,2.56031690301663e-09,1.67834473381445e-26,1.07877607388366e-14,0.000608736334996388
931,2.55876111699723e-09,1.67528703546604e-26,1.07872701104607e-14,0.000608023159750273
932,2.55720809476054e-09,1.67223847512697e-26,1.07867803681479e-14,0.000607311637979565
933,2.55565782821385e-09,1.66919901492983e-26,1.07862915092689e-14,0.000606601763968111
934,2.55411030929737e-09,1.66616861720758e-26,1.07858035312054e-14,0.000605893532025739
935,2.55256552998409e-09,1.66314724449231e-26,1.07853164313498e-14,0.000605186936488376
936,2.55102348227962e-09,1.6601348595139e-26,1.07848302071053e-14,0.000604481971718165
937,2.549484158222e-09,1.65713142519879e-26,1.07843448558857e-14,0.000603778632102925
938,2.54794754988154e-09,1.65413690466869e-26,1.07838603751153e-14,0.00060307691205611
939,2.54641364936064e-09,1.65115126123938e-26,1.07833767622291e-14,0.00060237680601642
940,2.54488244879365e-09,1.64817445841941e-26,1.07828940146726e-14,0.000601678308448402
941,2.54335394034668e-09,1.64520645990889e-26,1.07824121299016e-14,0.000600981413841416
942,2.54182811621745e-09,1.6422472295983e-26,1.07819311053824e-14,0.000600286116709901
943,2.54030496863513e-09,1.63929673156722e-26,1.07814509385916e-14,0.00059959241159364
944,2.53878448986014e-09,1.63635493008317e-26,1.07809716270159e-14,0.000598900293056719
945,2.53726667218406e-09,1.63342178960039e-26,1.07804931681525e-14,0.000598209755688116
946,2.5357515079294e-09,1.63049727475867e-26,1.07800155595087e-14,0.000597520794101139
947,2.53423898944948e-09,1.62758135038215e-26,1.07795387986018e-14,0.000596833402933689
948,2.53272910912826e-09,1.62467398147817e-26,1.07790628829592e-14,0.000596147576847697
949,2.53122185938019e-09,1.62177513323613e-26,1.07785878101183e-14,0.000595463310529378
950,2.52971723265004e-09,1.61888477102627e-26,1.07781135776265e-14,0.000594780598688828
951,2.52821522141276e-09,1.61600286039862e-26,1.07776401830412e-14,0.000594099436059621
952,2.52671581817332e-09,1.61312936708176e-26,1.07771676239294e-14,0.000593419817399714
953,2.52521901546655e-09,1.61026425698181e-26,1.07766958978682e-14,0.000592741737490054
954,2.52372480585699e-09,1.60740749618122e-26,1.07762250024442e-14,0.000592065191135151
955,2.52223318193877e-09,1.60455905093769e-26,1.07757549352538e-14,0.000591390173162994
956,2.5207441363354e-09,1.60171888768309e-26,1.07752856939032e-14,0.000590716678424477
